row_id,site,rating_raw,written_date,trip_type,text_len_chars,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
3973,medina,5 of 5 bubbles,2017-03-27,Couples,403,Positive,5,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""magical experience"", ""Arabian Nights"", ""sounds"", ""worth a visit""]"
3974,medina,4 of 5 bubbles,2017-03-26,Couples,146,Positive,4,Joy,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""eye opening"", ""crowds"", ""great"", ""belongings"", ""banter""]"
3975,medina,5 of 5 bubbles,2017-03-26,,138,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""twisting streets"", ""shopping"", ""monuments"", ""cultural""]"
3976,medina,5 of 5 bubbles,2017-03-25,Friends,250,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""guide"", ""narrow alleyways"", ""donkey carts"", ""full experience""]"
3977,medina,3 of 5 bubbles,2017-03-25,,122,Negative,2,Fear,Negative,Neutral,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""pickpockets"", ""night"", ""belongings"", ""haggle""]"
3978,medina,1 of 5 bubbles,2017-03-25,,1443,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Getting_lost"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""getting lost"", ""alleys"", ""scam"", ""friendly manner""]"
3979,medina,1 of 5 bubbles,2017-03-25,Friends,299,Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,No,No,"[""harassed"", ""grabbed"", ""relentless"", ""market traders""]"
3980,medina,1 of 5 bubbles,2017-03-25,,166,Negative,1,Disgust,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,"[""Getting_lost"", ""Other""]",Not_mentioned,No,No,"[""snakes"", ""monkeys"", ""get lost"", ""nothing worth buying""]"
3981,medina,5 of 5 bubbles,2017-03-24,Friends,139,Neutral,3,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""must go"", ""fake guide"", ""interesting place"", ""orange juice""]"
3982,medina,4 of 5 bubbles,2017-03-24,Couples,303,Positive,5,Joy,Positive,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fun"", ""safe"", ""friendly"", ""not pushy"", ""map""]"
3983,medina,5 of 5 bubbles,2017-03-24,,250,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""architecture"", ""smells"", ""special touch"", ""perfect""]"
3984,medina,5 of 5 bubbles,2017-03-24,Couples,147,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""excitement"", ""noise"", ""street foods"", ""Morocco""]"
3985,medina,5 of 5 bubbles,2017-03-24,Couples,119,Positive,5,Joy,Positive,Positive,Positive,Positive,Positive,[],Cheap,Yes,Not_mentioned,"[""clean"", ""safe"", ""attractive prices"", ""friendly people"", ""choices""]"
3986,medina,5 of 5 bubbles,2017-03-23,Couples,510,Positive,5,Joy,Positive,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""explore"", ""magical"", ""bargaining"", ""excellent bargains"", ""no worry""]"
3987,medina,3 of 5 bubbles,2017-03-23,Couples,762,Negative,2,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Safety"", ""Aggressive_vendors""]",Expensive,No,Not_mentioned,"[""vile people"", ""scammers"", ""threatening"", ""snakes and monkeys"", ""markets vibrant""]"
3988,medina,3 of 5 bubbles,2017-03-23,Friends,496,Neutral,3,Frustration,Neutral,Negative,Negative,Not_mentioned,Neutral,"[""Getting_lost"", ""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""shopping"", ""get lost"", ""aggressive"", ""bargain"", ""adventure""]"
3989,medina,3 of 5 bubbles,2017-03-23,Couples,501,Neutral,3,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,"[""High_prices""]",Expensive,Yes,Not_mentioned,"[""worth seeing"", ""no bargains"", ""high prices"", ""craftsmen"", ""experience""]"
3990,medina,5 of 5 bubbles,2017-03-22,,142,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""oldest part"", ""interesting buildings"", ""culture""]"
3991,medina,4 of 5 bubbles,2017-03-22,,126,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""walled city"", ""sights"", ""walking distance""]"
3992,medina,5 of 5 bubbles,2017-03-22,Couples,161,Positive,4,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""hive of activity"", ""felt safe"", ""meal"", ""musicians""]"
3993,medina,5 of 5 bubbles,2017-03-22,Couples,455,Negative,2,Anger,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Expensive,No,Not_mentioned,"[""rude"", ""pushy"", ""abusive"", ""spoilt"", ""careful""]"
3994,medina,5 of 5 bubbles,2017-03-22,Friends,324,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""heart and soul"", ""history"", ""activity"", ""alleyways""]"
3995,medina,4 of 5 bubbles,2017-03-22,Friends,342,Neutral,3,Concern,Negative,Not_mentioned,Not_mentioned,Positive,Not_mentioned,"[""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""clean"", ""easy to navigate"", ""mopeds"", ""danger""]"
3996,medina,2 of 5 bubbles,2017-03-21,Couples,232,Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Not_mentioned,"[""Aggressive_vendors""]",Cheap,Not_mentioned,Not_mentioned,"[""bullying vendors"", ""honest guy"", ""great price"", ""superb quality""]"
3997,medina,5 of 5 bubbles,2017-03-21,Friends,417,Neutral,3,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,"[""Navigation_difficulty"", ""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""labyrinth"", ""complex"", ""guide"", ""fascinating"", ""negotiating""]"
3998,medina,5 of 5 bubbles,2017-03-20,Friends,149,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""loved"", ""buzzing"", ""friendly"", ""incredible"", ""food""]"
3999,medina,5 of 5 bubbles,2017-03-20,Couples,211,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""must see"", ""busy"", ""experience"", ""snakes""]"
4000,medina,4 of 5 bubbles,2017-03-20,Friends,590,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""vendors"", ""architecture"", ""textile"", ""hailing"", ""uncomfortable""]"
4001,medina,5 of 5 bubbles,2017-03-20,Couples,360,Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""narrow streets"", ""hectic souks"", ""guide"", ""oasis"", ""restaurants""]"
4002,medina,3 of 5 bubbles,2017-03-20,Friends,175,Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""lost charm"", ""tourist trap"", ""losing culture"", ""sad""]"
4003,medina,5 of 5 bubbles,2017-03-20,,363,Positive,5,Joy,Positive,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Yes,"[""enjoyed"", ""bargains"", ""safe"", ""go again"", ""amazing people""]"
4004,medina,5 of 5 bubbles,2017-03-20,Couples,428,Positive,5,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fantastic"", ""full of life"", ""sensory overload"", ""haggling"", ""labyrinth""]"
4005,medina,4 of 5 bubbles,2017-03-20,Couples,696,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""prey"", ""aggressive"", ""lost"", ""vendors""]"
4006,medina,5 of 5 bubbles,2017-03-20,,170,Positive,4,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""lively"", ""fun"", ""culture"", ""confusing"", ""negotiating""]"
4007,medina,5 of 5 bubbles,2017-03-19,,132,Positive,3,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Mixed,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""noisy"", ""frantic"", ""great fun"", ""overbearing"", ""scary""]"
4008,medina,4 of 5 bubbles,2017-03-19,Friends,536,Positive,3,Surprise,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Overcrowding"", ""Other""]",Not_mentioned,Yes,Not_mentioned,"[""culture"", ""atmosphere"", ""salesmen"", ""heat"", ""hammams""]"
4009,medina,3 of 5 bubbles,2017-03-19,,813,Negative,1,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""High_prices"", ""Aggressive_vendors""]",Expensive,No,No,"[""tourist trap"", ""high prices"", ""scam"", ""harass""]"
4010,medina,5 of 5 bubbles,2017-03-19,Friends,183,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""exciting"", ""timeless"", ""fun"", ""sensations"", ""old town""]"
4011,medina,3 of 5 bubbles,2017-03-19,Couples,166,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""say no"", ""market"", ""shops"", ""vendors"", ""advice""]"
4012,medina,5 of 5 bubbles,2017-03-19,Couples,151,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must visit"", ""food"", ""cafe"", ""day and night""]"
4013,medina,4 of 5 bubbles,2017-03-18,Couples,227,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""authentic"", ""chaos"", ""overwhelmed"", ""Riad"", ""beautiful""]"
4014,medina,1 of 5 bubbles,2017-03-18,Couples,474,Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Aggressive_vendors"", ""Safety""]",Expensive,No,Not_mentioned,"[""snake charmers"", ""scam"", ""threatened"", ""aggressive"", ""intimidating""]"
4015,medina,3 of 5 bubbles,2017-03-18,Couples,474,Neutral,3,Disgust,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Mixed,"[""Other"", ""Overcrowding""]",Not_mentioned,Neutral,No,"[""chained monkeys"", ""performing snakes"", ""busy"", ""cafes"", ""shops""]"
4016,medina,5 of 5 bubbles,2017-03-18,Friends,467,Neutral,3,Mixed,Negative,Neutral,Negative,Not_mentioned,Mixed,"[""Other"", ""Aggressive_vendors"", ""Navigation_difficulty""]",Not_mentioned,Yes,No,"[""vibrant"", ""hectic"", ""scary"", ""guides"", ""unique experience""]"
4017,medina,5 of 5 bubbles,2017-03-18,Couples,547,Positive,4,Joy,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""authentic"", ""maze"", ""lost"", ""safe"", ""pickpocketers""]"
4018,medina,3 of 5 bubbles,2017-03-18,Couples,155,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Getting_lost"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""stressful"", ""hot"", ""demanding"", ""lost"", ""children""]"
4019,medina,2 of 5 bubbles,2017-03-18,,112,Negative,1,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""assaulted"", ""tiring"", ""vendors"", ""look around""]"
4020,medina,1 of 5 bubbles,2017-03-17,Couples,538,Negative,1,Frustration,Not_mentioned,Negative,Negative,Negative,Negative,"[""Aggressive_vendors"", ""High_prices"", ""Poor_cleanliness""]",Expensive,No,No,"[""least favorite"", ""pushy"", ""disgusting food"", ""awful experience""]"
4021,medina,4 of 5 bubbles,2017-03-17,Couples,399,Positive,4,Joy,Neutral,Neutral,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""lost"", ""noisy"", ""great fun"", ""barter"", ""worth a visit""]"
4022,medina,5 of 5 bubbles,2017-03-17,Friends,238,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fun activities"", ""aggressive merchants"", ""whistling"", ""belongings"", ""safety""]"
4023,medina,5 of 5 bubbles,2017-03-17,,142,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Bad_smell"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""busy"", ""noisy"", ""crowded"", ""exhaust fumes"", ""visit""]"
4024,medina,3 of 5 bubbles,2017-03-16,Couples,305,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding"", ""Other""]",Not_mentioned,Neutral,Not_mentioned,"[""charming streets"", ""tourist-gift"", ""hordes of tourists"", ""narrow paths"", ""medina""]"
4025,medina,5 of 5 bubbles,2017-03-16,Couples,147,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must be experienced"", ""culture"", ""spend time"", ""variety""]"
4026,medina,3 of 5 bubbles,2017-03-16,Couples,279,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,Neutral,Yes,"[""luxurious hotel"", ""outside medina"", ""mayhem"", ""peace"", ""sanity""]"
4027,medina,4 of 5 bubbles,2017-03-15,Solo,258,Positive,4,Joy,Neutral,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""crowd"", ""hounding vendors"", ""mindful"", ""locals"", ""enjoy""]"
4028,medina,5 of 5 bubbles,2017-03-15,,273,Positive,4,Joy,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""sunsets"", ""coffee"", ""bustling"", ""crowded"", ""personal belongings""]"
4029,medina,5 of 5 bubbles,2017-03-15,Friends,160,Positive,4,Trust,Positive,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""crazy maze"", ""vendors"", ""recommend guide"", ""hustlers"", ""local""]"
4030,medina,5 of 5 bubbles,2017-03-15,Couples,199,Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""great experience"", ""bartering"", ""snake charmers"", ""restaurants"", ""cheap""]"
4031,medina,5 of 5 bubbles,2017-03-14,Couples,1196,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,"[""Scam""]",Expensive,Neutral,Not_mentioned,"[""touristy"", ""extract money"", ""commercial city"", ""history"", ""foreigners""]"
4032,medina,5 of 5 bubbles,2017-03-14,,207,Positive,4,Joy,Neutral,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""must do"", ""wonderful time"", ""Souks"", ""market stalls"", ""touts""]"
4033,medina,3 of 5 bubbles,2017-03-14,Couples,140,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""heckled"", ""hassled"", ""not fun"", ""worth a look""]"
4034,medina,5 of 5 bubbles,2017-03-14,Couples,127,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""bargains"", ""souks"", ""fantastic food"", ""mechoui alley"", ""cafes""]"
4035,medina,5 of 5 bubbles,2017-03-14,Couples,129,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""souks"", ""delight"", ""friendly"", ""Marrakech""]"
4036,medina,4 of 5 bubbles,2017-03-14,,543,Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,"[""Scam""]",Cheap,Yes,Not_mentioned,"[""bargains"", ""haggling"", ""Medina"", ""amazing food"", ""trustworthy""]"
4037,medina,5 of 5 bubbles,2017-03-13,Friends,127,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""great experience"", ""souks"", ""different world"", ""orange juice""]"
4038,medina,5 of 5 bubbles,2017-03-13,Couples,420,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""loved"", ""market"", ""hustle and bustle"", ""call to prayer"", ""senses""]"
4039,medina,5 of 5 bubbles,2017-03-13,,396,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""coolest medina"", ""people watching"", ""fabulous"", ""experience"", ""not for kids""]"
4040,medina,4 of 5 bubbles,2017-03-13,Friends,274,Positive,4,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety"", ""Other""]",Not_mentioned,Yes,Not_mentioned,"[""madness"", ""hustle"", ""bustle"", ""hassle"", ""experience""]"
4041,medina,5 of 5 bubbles,2017-03-13,,273,Neutral,3,Caution,Negative,Positive,Not_mentioned,Not_mentioned,Positive,"[""Scam"", ""Safety""]",Cheap,Not_mentioned,Not_mentioned,"[""ancient square"", ""scams"", ""pickpockets"", ""bargains"", ""haggling""]"
4042,medina,5 of 5 bubbles,2017-03-13,Couples,1560,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""visit"", ""great food"", ""sunset"", ""mint tea""]"
4043,medina,5 of 5 bubbles,2017-03-13,Couples,496,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""fantastic"", ""sunset"", ""crowds"", ""experience""]"
4044,medina,5 of 5 bubbles,2017-03-13,Couples,158,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""guided tour"", ""Medina"", ""souks"", ""great trip"", ""amazing sights""]"
4045,medina,4 of 5 bubbles,2017-03-13,Couples,410,Positive,4,Relief,Positive,Not_mentioned,Positive,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""busy"", ""not crowded"", ""not hassled"", ""evening"", ""different""]"
4046,medina,4 of 5 bubbles,2017-03-13,Couples,602,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Neutral,Positive,"[""Aggressive_vendors"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""djema fna"", ""activity"", ""aggressive vendors"", ""construction"", ""grittiness""]"
4047,medina,5 of 5 bubbles,2017-03-13,Couples,191,Positive,4,Joy,Negative,Positive,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Cheap,Not_mentioned,Yes,"[""jumping"", ""night"", ""pickpockets"", ""brilliant"", ""cheap""]"
4048,medina,5 of 5 bubbles,2017-03-13,Couples,674,Positive,4,Trust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""many options"", ""easy navigation"", ""landmarks"", ""learn"", ""beautiful streets""]"
4049,medina,5 of 5 bubbles,2017-03-13,Solo,131,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""nice place"", ""good price"", ""Morocco""]"
4050,medina,5 of 5 bubbles,2017-03-12,Couples,112,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""amazing"", ""contradictions"", ""experience""]"
4051,medina,4 of 5 bubbles,2017-03-12,Couples,274,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""chaos"", ""fun"", ""atmosphere"", ""barter""]"
4052,medina,4 of 5 bubbles,2017-03-12,Couples,313,Positive,4,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""history"", ""intimidating"", ""vibrant"", ""must-see""]"
4053,medina,4 of 5 bubbles,2017-03-12,Couples,1026,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Not_mentioned,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""pestered"", ""hostile"", ""mopeds"", ""must-see""]"
4054,medina,4 of 5 bubbles,2017-03-11,Couples,256,Positive,4,Trust,Not_mentioned,Fair,Positive,Positive,Neutral,"[""Navigation_difficulty""]",Fair,Yes,Not_mentioned,"[""interesting"", ""clean"", ""guide"", ""bargain""]"
4055,medina,5 of 5 bubbles,2017-03-11,Couples,349,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""loved"", ""amazing"", ""outstanding"", ""delicious"", ""revisit""]"
4056,medina,4 of 5 bubbles,2017-03-11,,952,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Not_mentioned,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""hustlism"", ""prey"", ""force"", ""pay""]"
4057,medina,3 of 5 bubbles,2017-03-11,Couples,337,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""crowded"", ""pickpockets"", ""pushed"", ""performers""]"
4058,medina,1 of 5 bubbles,2017-03-10,Couples,187,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Not_mentioned,"[""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""invasive"", ""aggressive"", ""sales"", ""rude""]"
4059,medina,5 of 5 bubbles,2017-03-10,Friends,121,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Yes,"[""gallery"", ""sights"", ""smells"", ""eat""]"
4060,medina,3 of 5 bubbles,2017-03-10,Couples,274,Positive,4,Surprise,Negative,Not_mentioned,Positive,Not_mentioned,Positive,"[""Scam"", ""Aggressive_vendors""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""unique"", ""precautions"", ""friendly""]"
4061,medina,5 of 5 bubbles,2017-03-10,Friends,520,Neutral,3,Caution,Not_mentioned,Not_mentioned,Negative,Negative,Mixed,"[""Poor_cleanliness"", ""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""food quality"", ""snakes"", ""restaurants""]"
4062,medina,3 of 5 bubbles,2017-03-10,Couples,443,Negative,2,Disgust,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Bad_smell"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""crowded"", ""mopeds"", ""polluted"", ""tiring""]"
4063,medina,5 of 5 bubbles,2017-03-09,,123,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""leather"", ""shoes"", ""wood"", ""hamams"", ""restaurants""]"
4064,medina,5 of 5 bubbles,2017-03-09,Couples,362,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""loved"", ""amazing"", ""haggling"", ""souvenirs"", ""labyrinth""]"
4065,medina,4 of 5 bubbles,2017-03-09,Friends,141,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""cool experience"", ""great at night"", ""mini circus""]"
4066,medina,5 of 5 bubbles,2017-03-08,,438,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""living museum"", ""intriguing backdrops"", ""beauty"", ""overwhelmed senses""]"
4067,medina,4 of 5 bubbles,2017-03-07,Couples,1207,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Yes,"[""crazy wonderful"", ""vibrant"", ""alive"", ""friendly""]"
4068,medina,4 of 5 bubbles,2017-03-06,Couples,760,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding"", ""Aggressive_vendors""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""crowded"", ""noisy"", ""harassed"", ""sense of humour""]"
4069,medina,4 of 5 bubbles,2017-03-06,Couples,234,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Scam"", ""Aggressive_vendors""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""great place"", ""snake charmers"", ""hennah tattoos"", ""negotiate""]"
4070,medina,5 of 5 bubbles,2017-03-06,,224,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""great fun"", ""leather"", ""spices"", ""fascinating"", ""haggling""]"
4071,medina,4 of 5 bubbles,2017-03-06,,246,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,Not_mentioned,No,"[""pushy people"", ""rip off"", ""attractions""]"
